category,product_name,product_url,price,old_price,discount,reviews,rating
rc_drones,30.5x30.5mm HAKRC 45A F4V2 Stack F4 Flight Controller 2-6S with 5V 10V BEC & 45A BLHeli_S 4in1 Brushless ESC for Drone FPV Racing,https://www.banggood.com/30_5x30_5mm-HAKRC-45A-F4V2-Stack-F4-Flight-Controller-2-6S-with-5V-10V-BEC-and-45A-BLHeli_S-4in1-Brushless-ESC-for-RC-Drone-FPV-Racing-p-1992326.html?cur_warehouse=CN&rmmds=search,£52.64,,,8 reviews,5.00
rc_drones,Holybro Micro M10 GPS Module with IST8310 Compass 4.7-5.2V Ceramic Patch Antenna for Drone FPV Racing Helicopter Airplane,https://www.banggood.com/Holybro-Micro-M10-GPS-Module-with-IST8310-Compass-4_7-5_2V-Ceramic-Patch-Antenna-for-RC-Drone-FPV-Racing-Helicopter-Airplane-p-1993190.html?cur_warehouse=CN&rmmds=search,£26.71,,,7 reviews,5.00
rc_drones,20x20mm HAKRC 35A Mini F7 DJI Stack F7220V2 F7 2-6S Flight Controller & 8B35A 35A BL_S 4in1 ESC for FPV Racing Drone,https://www.banggood.com/20x20mm-HAKRC-35A-Mini-F7-DJI-Stack-F7220V2-F7-2-6S-Flight-Controller-and-8B35A-35A-BL_S-4in1-ESC-for-RC-FPV-Racing-Drone-p-1992323.html?cur_warehouse=CN&rmmds=search,£54.18,,,10 reviews,4.60
rc_drones,1pc 3.0-30V 20A Remote Control Electric Digital PWM Signal Switch for Car Aircraft Drone LED Lights Boat Water Pump DC Motor,https://www.banggood.com/1pc-3_0-30V-20A-Remote-Control-Electric-Digital-PWM-Signal-Switch-for-RC-Car-Aircraft-Drone-LED-Lights-Boat-Water-Pump-DC-Motor-p-1978433.html?cur_warehouse=CN&ID=45586&rmmds=search,£7.42,,,29 reviews,4.93
rc_drones,FlyFishRC Flash 2207 1850KV 6S / 2750KV 4S Unibell Brushless Motor Grey Purple Color for Freestyle FPV Racing Drone,https://www.banggood.com/FlyFishRC-Flash-2207-1850KV-6S-or-2750KV-4S-Unibell-Brushless-Motor-Grey-Purple-Color-for-Freestyle-FPV-Racing-RC-Drone-p-1985750.html?cur_warehouse=CN&ID=530625&rmmds=search,£16.17,£17.02,5% Off,0 review,
rc_drones,FlyFishRC Flash 2306 1750KV 6S / 2550KV 4S Unibell Brushless Motor for Freestyle Drone FPV Racing,https://www.banggood.com/FlyFishRC-Flash-2306-1750KV-6S-or-2550KV-4S-Unibell-Brushless-Motor-for-Freestyle-RC-Drone-FPV-Racing-p-1985762.html?cur_warehouse=CN&ID=5335416305619&rmmds=search,£15.40,£16.25,5% Off,1 review,5.00
rc_drones,TEOSAW STEELE 7Plus 9Plus 10Plus 7 9 10 Inch Long Range Frame Kit for DIY FPV Racing Drone,https://www.banggood.com/TEOSAW-STEELE-7Plus-9Plus-10Plus-7-9-10-Inch-Long-Range-Frame-Kit-for-DIY-RC-FPV-Racing-Drone-p-2005206.html?cur_warehouse=CN&ID=47836&rmmds=search,£12.62,£25.23,50% Off,0 review,
rc_drones,RUSHFPV GNSS Mini M10 GPS Module 10HZ Rate Built-in Ceramic Antenna for Airplane FPV Freestyle DIY Parts,https://www.banggood.com/RUSHFPV-GNSS-Mini-M10-GPS-Module-10HZ-Rate-Built-in-Ceramic-Antenna-for-RC-Airplane-FPV-Freestyle-Drones-DIY-Parts-p-1989922.html?cur_warehouse=CN&rmmds=search,£11.60,,,21 reviews,4.71
rc_drones,3D Printing TPU GPS Mount for HGLRC M100 Mini GPS Drone FPV Racing,https://www.banggood.com/3D-Printing-TPU-GPS-Mount-for-HGLRC-M100-Mini-GPS-RC-Drone-FPV-Racing-p-1989641.html?cur_warehouse=CN&ID=6323236&rmmds=search,£4.64,,,14 reviews,5.00
rc_drones,HSKRC MAK5 225mm Wheelbase 5mm Arm Thickness X Type 5 Inch Frame Kit Support DJI O3 Air Unit for Drone FPV Racing,https://www.banggood.com/HSKRC-MAK5-225mm-Wheelbase-5mm-Arm-Thickness-X-Type-5-Inch-Frame-Kit-Support-DJI-O3-Air-Unit-for-RC-Drone-FPV-Racing-p-1990959.html?cur_warehouse=CN&ID=6287830&rmmds=search,£27.86,,,12 reviews,5.00
